Title,,,,,,Date Created,Latitude,Longitude,Northing,Easting,Description,Biocontrol,Camera,Chemical c,Density,Detection method,Detection method description,id,Notes,Number of,Plot,Quarter,Seedling,Sex,Species,Status,timestamp,Tree#,X,Y,,,,,,,
Qon Large Foot Already Infected With Bugs,,,,,,,-24.21129373,30.81958311,7320651415,278555.3334,,Mealy bug,,-,High,Foot,Secondary,,already infected with bugs,,,,,,Queen of the night,,03:23.0,,30.81958311,-24.21129373,,,,,,,
Qon Large Foot Already Infected With Bugs,,,,,,,-24.2115941,30.83003782,7320634688,279617.9782,,Mealy bug,,-,High,Foot,Secondary,,already infected with bugs,,,,,,Queen of the night,,06:18.0,,30.83003782,-24.2115941,,,,,,,
Qon Large Foot Bugs,,,,,,,-24.17051,30.85541,7325225335,282125.7592,,Mealy Bug,,-,High,Foot,Secondary,,,,,,,,Queen of the night,,44:04.0,,30.85541,-24.17051,,,,,,,
Qon Large Foot Bugs,,,,,,,-24.17051,30.85541,7325225335,282125.7592,,Mealy Bug,,-,High,Foot,Secondary,,,,,,,,Queen of the night,,44:04.0,,30.85541,-24.17051,,,,,,,
Qon Large Foot Bugs,,,,,,,-24.16411,30.98842,7326135033,295632.2224,,Mealy Bug,,-,High,Foot,Secondary,,,,,,,,Queen of the night,,41:17.0,,30.98842,-24.16411,,,,,,,
Qon Large Foot Bugs,,,,,,,-24.16423,30.98921,7326122895,295712.6961,,Mealy Bug,,-,High,Foot,Secondary,,,,,,,,Queen of the night,,49:31.0,,30.98921,-24.16423,,,,,,,
Qon Large Foot Bugs,,,,,,,-24.21160778,30.81919155,7320616007,278516.0967,,Mealy bug,,-,High,Foot,Secondary,,,,,,,,Queen of the night,,56:56.0,,30.81919155,-24.21160778,,,,,,,
Qon Large Foot Bugs,,,,,,,-24.21123805,30.81936503,7320657237,278533.0815,,Mealy bug,,-,High,Foot,Secondary,,,,,,,,Queen of the night,,01:39.0,,30.81936503,-24.21123805,,,,,,,
qon large Foot pels  untreated,,,,,,,-24.1608,30.94084,7326431318,290791.5282,,-,,-,High,walk - pels,Tertiary,,untreated,,,,,,Queen of the night,,46:28.0,,30.94084,-24.1608,,,,,,,
Qon Large Foot Pels Bugs,,,,,,,-24.17258,30.86385,7325009171,282986.9683,,Mealy Bug,,-,High,walk - pels,Tertiary,,,,,,,,Queen of the night,,06:27.0,,30.86385,-24.17258,,,,,,,
Qon Large Foot Pels needs Bugs,,,,,,,-24.17258,30.86385,7325009171,282986.9683,,-,,-,High,walk - pels,Tertiary,,untreated,,,,,,Queen of the night,,06:27.0,,30.86385,-24.17258,,,,,,,
Qon Large foot poo Monster Untreated Needs Bugs,,,,,,,-24.1758,30.95385,7324789.26,292138.0108,,-,,-,High,walk - poo,Tertiary,,untreated,,,,,,Queen of the night,,35:11.0,,30.95385,-24.1758,,,,,,,
Qon Large Foot Poo Untreated Needs Bugs,,,,,,,-24.15627,30.94793,7326943663,291504.7134,,-,,-,High,walk - poo,Tertiary,,untreated,,,,,,Queen of the night,,03:22.0,,30.94793,-24.15627,,,,,,,
Qon Large Foot Poo Untreated Needs Bugs,,,,,,,-24.15627,30.94793,7326943663,291504.7134,,-,,-,High,walk - poo,Tertiary,,,,,,,,Queen of the night,untreated,03:22.0,,30.94793,-24.15627,,,,,,,
Qon Large Foot Poo Untreated. Needs Bugs,,,,,,,-24.1759,30.95142,7324774568,291891.2466,,-,,-,High,walk - poo,Tertiary,,untreated,,,,,,Queen of the night,,14:32.0,,30.95142,-24.1759,,,,,,,
Qon Large Foot Poo Untreated. Needs Bugs,,,,,,,-24.1759,30.95142,7324774568,291891.2466,,-,,-,High,walk - poo,Tertiary,,,,,,,,Queen of the night,untreated,14:32.0,,30.95142,-24.1759,,,,,,,
Qon Large Foot Poo. Already Infected With Bugs,,,,,,,-24.17895,30.92207,7324392731,288913.8247,,Mealy Bug,,-,High,walk - poo,Tertiary,,bugs have taken,,,,,,Queen of the night,,42:35.0,,30.92207,-24.17895,,,,,,,
Qon Large Foot Poo. Already Infected With Bugs,,,,,,,-24.17895,30.92207,7324392731,288913.8247,,Mealy Bug,,-,High,walk - poo,Tertiary,,,,,,,,Queen of the night,bugs have taken,42:35.0,,30.92207,-24.17895,,,,,,,
Qon Large Foot Spray,,,,,,,-24.21219231,30.81963829,7320551967,278562.4935,,-,,MSMA,High,Foot,Secondary,,,,,,,,Queen of the night,,23:48.0,,30.81963829,-24.21219231,,,,,,,
Qon Large Foot Spray Needs Bugs,,,,,,,-24.21302458,30.8230509,7320465185,278910.6269,,-,,MSMA,High,Foot,Secondary,,Needs biological control,,,,,,Queen of the night,,09:07.0,,30.8230509,-24.21302458,,,,,,,
Qon Large Foot Spray. Needs Bugs,,,,,,,-24.21290198,30.82306441,7320478787,278911.7877,,-,,MSMA,High,Foot,Secondary,,Needs biological control,,,,,,Queen of the night,,11:17.0,,30.82306441,-24.21290198,,,,,,,
Qon Large Foot Untreated Need Bugs,,,,,,,-24.1798,30.85452,7324194.91,282051.1014,,-,,-,High,Foot,Secondary,,untreated,,,,,,Queen of the night,,53:50.0,,30.85452,-24.1798,,,,,,,
Qon Large Foot Untreated Need Bugs,,,,,,,-24.1798,30.85452,7324194.91,282051.1014,,-,,-,High,Foot,Secondary,,,,,,,,Queen of the night,untreated,53:50.0,,30.85452,-24.1798,,,,,,,
Qon Large Foot Untreated Needs Bugs,,,,,,,-24.21077921,30.8215016,7320711451,278749.3502,,-,,-,High,Foot,Secondary,,Needs both treatments,,,,,,Queen of the night,,32:08.0,,30.8215016,-24.21077921,,,,,,,
Qon Large Monster Untreated Needs Bugs,,,,,,,-24.1758,30.95385,7324789.26,292138.0108,,-,,-,High,Car,Primary,,,,,,,,Queen of the night,untreated,35:11.0,,30.95385,-24.1758,,,,,,,
Qon Large Motherload. Bugs Car,,,,,,,-24.17926,30.86963,7324278202,283585.6166,,Mealy Bug,,-,High,Car,Primary,,,,,,,,Queen of the night,,47:20.0,,30.86963,-24.17926,,,,,,,
Qon Large Motherload. Bugs Car,,,,,,,-24.17926,30.86963,7324278202,283585.6166,,Mealy Bug,,-,High,Car,Primary,,,,,,,,Queen of the night,,47:20.0,,30.86963,-24.17926,,,,,,,
Qon Large Revisit Bugs Have Taken,,,,,,,30.83387,-24.21172,15304041.95,-5316970389,,Mealy bug,,-,High,Car,Primary,,needs chemical control,,,2020 - Quarter 2,,,Queen of the night,,17:41.0,,-24.21172,30.83387,,,,,,,
Qon Large Revisit Bugs Have Taken,,,,,,,-24.21172,30.83387,7320626786,280007.5159,,Mealy bug,,-,High,Car,Primary,,bugs have taken,,,2020 - Quarter 2,,,Queen of the night,Treated,17:41.0,,30.83387,-24.21172,,,,,,,
Qon Large Revisit Bugs Have Taken,,,,,,,-24.21172159,30.83386689,7320626605,280007.2027,,Mealy bug,,-,High,Car,Primary,,bugs have taken,,,,,,Queen of the night,,17:41.0,,30.83386689,-24.21172159,,,,,,,
Qon Large Untreated,,,,,,,-24218.00,30.88595,7320012252,285308.9244,,-,,-,High,Car,Primary,,untreated,,,,,,Queen of the night,,03:58.0,,30.88595,-24218,,,,,,,
Qon Large Untreated,,,,,,,-24218.00,30.88595,7320012252,285308.9244,,-,,-,High,Car,Primary,,,,,,,,Queen of the night,untreated,03:58.0,,30.88595,-24218,,,,,,,
Qon Large Untreated Camp 2,,,,,,,-24.20453,30.81502,7321393393,278080.0292,,-,,-,High,Car,Primary,,untreated,,,2020 - Quarter 3,,,Queen of the night,,46:49.0,,30.81502,-24.20453,,,,,,,
Qon Large Untreated Needs Bugs,,,,,,,-24.21293193,30.82303962,7320475.43,278909.3209,,-,,-,High,Car,Primary,,untreated,,,,,,Queen of the night,,10:16.0,,30.82303962,-24.21293193,,,,,,,
Qon Large Walk Bugs,,,,,,,-24.21619362,30.8239503,7320115573,279007.4696,,Mealy bug,,-,High,Foot,Secondary,,,,,,,,Queen of the night,,13:07.0,,30.8239503,-24.21619362,,,,,,,
Qon Large Walk For Marula Project Spray. Revisit Once A Month. See How Long It Takes To Die,,,,,,,-24.19082,30.83086,7322937.13,279665.7749,,-,,MSMA,High,walk - marula,Tertiary,,,,,,,,Queen of the night,needs respray,28:26.0,,30.83086,-24.19082,,,,,,,
Qon Large Walk For Marula Project Spray. Revisit Once A Month. See How Long It Takes To Die spray,,,,,,,-24.19082,30.83086,7322937.13,279665.7749,,-,,MSMA,High,walk - marula,Tertiary,,,,,,,,Queen of the night,,28:26.0,,30.83086,-24.19082,,,,,,,
Qon Large Walk Needs Bugs Did Spray,,,,,,,-24.19734,30.88127,7322293503,284798.7894,,-,,MSMA,High,Foot,Secondary,,,,,2020 - Quarter 2,,,Queen of the night,,06:28.0,,30.88127,-24.19734,,,,,,,
Qon med Bugs And Spray,,,,,,,30.81893,-24.21193,15302190.48,-5318488421,,Mealy bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Queen of the night,,41:28.0,,-24.21193,30.81893,,,,,,,
Qon med Bugs And Spray,,,,,,,30.81893,-24.21193,15302190.48,-5318488421,,Mealy bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Queen of the night,,41:28.0,,-24.21193,30.81893,,,,,,,
Qon med Bugs And Spray,,,,,,,-24.21193,30.81893,7320579899,278490.0825,,Mealy bug,,MSMA,Med,Foot,Secondary,,,-,,2020 - Quarter 2,,,Queen of the night,Treated,41:28.0,,30.81893,-24.21193,,,,,,,
Qon med Bugs And Spray,,,,,,,-24.21193,30.81893,7320579899,278490.0825,,Mealy bug,,MSMA,Med,Foot,Secondary,,,-,,2020 - Quarter 2,,,Queen of the night,Treated,41:28.0,,30.81893,-24.21193,,,,,,,
Qon Med Car Both,,,,,,,30.83439,-24.21182,15304115.65,-5316929136,,Mealy bug,,MSMA,Med,Car,Primary,,,,,2020 - Quarter 2,,,Queen of the night,,15:55.0,,-24.21182,30.83439,,,,,,,
Qon Med Car Both,,,,,,,-24.21182,30.83439,7320616529,280060.5158,,Mealy bug,,MSMA,Med,Car,Primary,,,-,,2020 - Quarter 2,,,Queen of the night,Treated,15:55.0,,30.83439,-24.21182,,,,,,,
Qon Med Car Both. Update 10 December Dead,,,,,,,-24.21181772,30.83438792,7320616778,280060.3005,,Mealy bug,,MSMA,Med,Car,Primary,,dead,,,,,,Queen of the night,,15:55.0,,30.83438792,-24.21181772,,,,,,,
Qon Med Car Bugs,,,,,,,-24.21231,30.89189,7320651642,285902.8238,,Mealy Bug,,-,Med,Car,Primary,,untreated,,,,,,Queen of the night,,27:17.0,,30.89189,-24.21231,,,,,,,
Qon Med Car Bugs,,,,,,,30.83446,-24.21565,15304455.24,-5317335641,,Mealy bug,,-,Med,Car,Primary,,needs chemical control,,,2020 - Quarter 2,,,Queen of the night,,46:25.0,,-24.21565,30.83446,,,,,,,
Qon Med Car Bugs,,,,,,,-24.21231,30.89189,7320651642,285902.8238,,Mealy Bug,,-,Med,Car,Primary,,,,,,,,Queen of the night,,27:17.0,,30.89189,-24.21231,,,,,,,
Qon Med Car Bugs,,,,,,,-24.21565,30.83446,7320192391,280074207,,Mealy bug,,-,Med,Car,Primary,,needs chemical control,-,,2020 - Quarter 2,,,Queen of the night,Treated,46:25.0,,30.83446,-24.21565,,,,,,,
Qon Med Car Bugs,,,,,,,-24.21564929,30.8344623,7320192473,280074.4394,,Mealy bug,,-,Med,Car,Primary,,,,,,,,Queen of the night,,46:25.0,,30.8344623,-24.21564929,,,,,,,
Qon Med Car Bugs,,,,,,,-24.2148885,30.82106952,7320255578,278712.5566,,Mealy bug,,-,Med,Car,Primary,,,,,,,,Queen of the night,,01:44.0,,30.82106952,-24.2148885,,,,,,,
Qon Med Car Just Spray,,,,,,,-24.17704,30.85252,7324497511,281843172,,-,,MSMA,Med,Car,Primary,,needs biological control,,,2019 - Quarter 4,,,Queen of the night,,21:01.0,,30.85252,-24.17704,,,,,,,
Qon Med Car Needs Treatment,,,,,,,30.8187,-24212.00,15302167.74,-5318519003,,-,,-,Med,Car,Primary,,Needs both treatments,,,2020 - Quarter 2,,,Queen of the night,,43:00.0,,-24212,30.8187,,,,,,,
Qon Med Car Needs Treatment,,,,,,,-24212.00,30.8187,7320571.78,278466.8372,,-,,-,Med,Car,Primary,,Needs both treatments,-,,2020 - Quarter 2,,,Queen of the night,Untreated,43:00.0,,30.8187,-24212,,,,,,,
Qon Med Car Revisit 10 Times Spray dead,,,,,,,-24.21159,30.81772,7320615.64,278366.5663,,-,,-,Med,Car,Primary,,dead,,,2020 - Quarter 3,,,Queen of the night,,11:47.0,,30.81772,-24.21159,,,,,,,
Qon Med Car Revisit 10 Times Spray dead,,,,,,,-24.21159,30.81772,7320615.64,278366.5663,,-,,-,Med,Car,Primary,,dead,,,2020 - Quarter 3,,,Queen of the night,,11:47.0,,30.81772,-24.21159,,,,,,,
Qon Med Car Spray,,,,,,,-24.20811,30.89226,7321117431,285933.3904,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,40:40.0,,30.89226,-24.20811,,,,,,,
Qon Med Car Spray,,,,,,,-24.20558,30.8761,7321372802,284287384,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,13:23.0,,30.8761,-24.20558,,,,,,,
Qon Med Car Spray,,,,,,,-24.18317,30.85438,7323821401,282042.6039,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,06:34.0,,30.85438,-24.18317,,,,,,,
Qon Med Car Spray,,,,,,,-24.17011,30.85579,7325270235,282163.6971,,-,,MSMA,High,Car,Primary,,,,,,,,Queen of the night,,36:25.0,,30.85579,-24.17011,,,,,,,
Qon Med Car Spray,,,,,,,-24.16944,30.85724,7325346707,282309.9157,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,25:13.0,,30.85724,-24.16944,,,,,,,
Qon Med Car Spray,,,,,,,30.83981,-24.21803,15305330.18,-5317056958,,-,,MSMA,Med,Car,Primary,,Needs biological control,,,2020 - Quarter 2,,,Queen of the night,,25:47.0,,-24.21803,30.83981,,,,,,,
Qon Med Car Spray,,,,,,,-24.20811,30.89226,7321117431,285933.3904,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,40:40.0,,30.89226,-24.20811,,,,,,,
Qon Med Car Spray,,,,,,,-24.20558,30.8761,7321372802,284287384,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,13:23.0,,30.8761,-24.20558,,,,,,,
Qon Med Car Spray,,,,,,,-24.17011,30.85579,7325270235,282163.6971,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,36:25.0,,30.85579,-24.17011,,,,,,,
Qon Med Car Spray,,,,,,,-24.16944,30.85724,7325346707,282309.9157,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,25:13.0,,30.85724,-24.16944,,,,,,,
Qon Med Car Spray,,,,,,,-24.18317,30.85438,7323821401,282042.6039,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,06:34.0,,30.85438,-24.18317,,,,,,,
Qon Med Car Spray,,,,,,,-24.21803,30.83981,7319937178,280621.7883,,-,,MSMA,Med,Car,Primary,,Needs biological control,-,,2020 - Quarter 2,,,Queen of the night,Treated,25:47.0,,30.83981,-24.21803,,,,,,,
Qon Med Car Spray,,,,,,,-24.21802578,30.83981185,7319937649,280621969,,-,,MSMA,Med,Car,Primary,,,,,,,,Queen of the night,,25:47.0,,30.83981185,-24.21802578,,,,,,,
Qon Med Car Spray,,,,,,,-24.16944,30.85724,7325346707,282309.9157,,-,,MSMA,Med,Car,Primary,,,,,2020 - Quarter 3,,,Queen of the night,,25:13.0,,30.85724,-24.16944,,,,,,,
Qon Med Car Spray. Spray Again Is Dead,,,,,,,-24.2119993,30.81869713,7320571853,278466.5444,,-,,MSMA,Med,Car,Primary,,dying, sprayed again, then dead.,,,,,,Queen of the night,,43:00.0,,30.81869713,-24.2119993,,,,,
Qon Med Foot Bugs And Spray. Bugs Took And Spray Killes 90% If Plant,,,,,,,-24.21134928,30.83046865,7320662487,279661326,,,,MSMA,Med,Foot,Secondary,,dying from spray. Bugs have taken,-,,,,,Queen of the night,,10:11.0,,30.83046865,-24.21134928,,,,,,,
Qon Med Foot Spray,,,,,,,-24.21223498,30.81958108,7320547149,278556.7551,,,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,24:12.0,,30.81958108,-24.21223498,,,,,,,
Qon Med Foot Spray,,,,,,,-24.2128615,30.81886427,7320476612,278485.0165,,,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,31:38.0,,30.81886427,-24.2128615,,,,,,,
Qon Med Foot Spray,,,,,,,-24.21284177,30.81894187,7320478921,278492.8659,,,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,33:23.0,,30.81894187,-24.21284177,,,,,,,
Qon Med Foot Spray,,,,,,,-24.21288568,30.81904587,7320474222,278503.5075,,,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,35:36.0,,30.81904587,-24.21288568,,,,,,,
Qon Med Foot Spray,,,,,,,-24.21170154,30.81902808,7320605361,278499.6515,,,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,55:31.0,,30.81902808,-24.21170154,,,,,,,
Qon Med Foot Spray,,,,,,,-24.21154427,30.81896273,7320622679,278492.7402,,,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,56:12.0,,30.81896273,-24.21154427,,,,,,,
Qon Med Foot Spray,,,,,,,-24.21094428,30.81989749,7320690623,278586668,,,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,10:19.0,,30.81989749,-24.21094428,,,,,,,
Qon Med Foot Spray,,,,,,,-24.21069186,30.82097465,7320720291,278695.6644,,,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,30:32.0,,30.82097465,-24.21069186,,,,,,,
Qon Med Foot Untreated,,,,,,,-24.21121111,30.81909825,7320659798,278505.9318,,,,-,Med,Foot,Secondary,,Needs both treatments,-,,,,,Queen of the night,,54:45.0,,30.81909825,-24.21121111,,,,,,,
Qon Med Untreated,,,,,,,-24.21766225,30.81815906,7319943.71,278421.6827,,,,-,Med,Foot,Secondary,,Needs both treatments,-,,,,,Queen of the night,,51:45.0,,30.81815906,-24.21766225,,,,,,,
Qon Med Walk For Marula. Bugs. Revisit Once A Month. Update 11 August Bugs Havent Spread. Update 11 September Bugs Havent Spread Need More,,,,,,,-24.16135,30.94448,7326375837,291162.3497,,Mealy Bug,,-,Med,walk - marula,Tertiary,,bugs didnt spread. Added more bugs,,,,,,Queen of the night,,32:27.0,,30.94448,-24.16135,,,,,,,
Qon Med Walk For Marula. Bugs. Revisit Once A Month. Update 11 August Bugs Havenтt Spread. Update 11 September Bugs Havenтt Spread Need More,,,,,,,-24.16135,30.94448,7326375837,291162.3497,,Mealy Bug,,-,Med,walk - marula,Tertiary,,,,,,,,Queen of the night,Needs more bugs,32:27.0,,30.94448,-24.16135,,,,,,,
Qon Med Walk Nursery,,,,,,,30.82716,-24.21619,15303588.46,-5318124737,,-,,-,Med,Foot,Secondary,,Removed to nursery,,,2020 - Quarter 2,,,Queen of the night,,46:35.0,,-24.21619,30.82716,,,,,,,
Qon Med Walk Nursery,,,,,,,-24.21619,30.82716,7320121053,279333.5345,,-,,-,Med,Foot,Secondary,,Removed to nursery,-,,2020 - Quarter 2,,,Queen of the night,Treated,46:35.0,,30.82716,-24.21619,,,,,,,
Qon Med Walk Nursery,,,,,,,-24.21618874,30.82715822,7320121189,279333.3515,,-,,-,Med,Foot,Secondary,,Removed to nursery,-,,,,,Queen of the night,,46:35.0,,30.82715822,-24.21618874,,,,,,,
Qon Med Walk Spray,,,,,,,-24.19223,30.84804,7322807933,281413.8198,,-,,MSMA,Med,Car,Primary,,needs biological control,,,2019 - Quarter 4,,,Queen of the night,,26:51.0,,30.84804,-24.19223,,,,,,,
Qon Med Walk Spray,,,,,,,30.83413,-24.2157,15304418.27,-5317374075,,-,,MSMA,Med,Foot,Secondary,,Needs biological control,,,2020 - Quarter 2,,,Queen of the night,,48:47.0,,-24.2157,30.83413,,,,,,,
Qon Med Walk Spray,,,,,,,30.83413,-24.2157,15304418.27,-5317374075,,-,,MSMA,Med,Foot,Secondary,,Needs biological control,,,2020 - Quarter 2,,,Queen of the night,,48:47.0,,-24.2157,30.83413,,,,,,,
Qon Med Walk Spray,,,,,,,-24.2157,30.83413,7320186332,280040.7684,,-,,MSMA,Med,Foot,Secondary,,Needs biological control,-,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,30.83413,-24.2157,,,,,,,
Qon Med Walk Spray,,,,,,,-24.2157,30.83413,7320186332,280040.7684,,-,,MSMA,Med,Foot,Secondary,,Needs biological control,-,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,30.83413,-24.2157,,,,,,,
Qon Med Walk Spray,,,,,,,-24.2157,30.83413,7320186332,280040.7684,,-,,MSMA,Med,Foot,Secondary,,Needs biological control,-,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,30.83413,-24.2157,,,,,,,
Qon Med Walk Spray,,,,,,,-24.2157,30.83413,7320186332,280040.7684,,-,,MSMA,Med,Foot,Secondary,,Needs biological control,-,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,30.83413,-24.2157,,,,,,,
Qon Med Walk Spray,,,,,,,-24.2157,30.83413,7320186332,280040.7684,,-,,MSMA,Med,Foot,Secondary,,Needs biological control,-,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,30.83413,-24.2157,,,,,,,
Qon Med Walk Spray,,,,,,,-24.21570393,30.83412768,7320185893,280040.5395,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,48:47.0,,30.83412768,-24.21570393,,,,,,,
Qon Med Walk Spray,,,,,,,-24.21570393,30.83412768,7320185893,280040.5395,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,48:47.0,,30.83412768,-24.21570393,,,,,,,
Qon Med Walk Spray,,,,,,,-24.21570393,30.83412768,7320185893,280040.5395,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Queen of the night,,48:47.0,,30.83412768,-24.21570393,,,,,,,
Qon Med X3 Walk Spray,,,,,,,30.83413,-24.2157,15304418.27,-5317374075,,-,,MSMA,Med,Foot,Secondary,,Needs biological control,,,2020 - Quarter 2,,,Queen of the night,,48:47.0,,-24.2157,30.83413,,,,,,,
qon Medium (already infected with bugs),,,,,,,-24.18942,30.84704,7323117629,281307.4174,,-,,MSMA,Med,Car,Primary,,bugs have taken,,,2019 - Quarter 3,,,Queen of the night,,48:10.0,,30.84704,-24.18942,,,,,,,
camera site z,,,,,,2021-03-04T12:05:15+02:00,-24.1613394,30.94419492,7326376585,291133.3608,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qon Monster Car Bugs,,,,,,,-24.17663,30.85977,7324554221,282579.2149,,Mealy Bug,,-,High,Car,Primary,,,,,,,,Queen of the night,,36:53.0,,30.85977,-24.17663,,,,,,,
Qon Monster Car Bugs,,,,,,,-24.17663,30.85977,7324554221,282579.2149,,Mealy Bug,,-,High,Car,Primary,,,,,,,,Queen of the night,,36:53.0,,30.85977,-24.17663,,,,,,,
Qon Monster Update. Bugs Have Taken Not Yet Colonised,,,,,,,-24.17698,30.85821,7324513025,282421.2827,,Mealy Bug,,-,High,find original,,,bugs have taken,,,,,,Queen of the night,,41:36.0,,30.85821,-24.17698,,,,,,,
Qon Monster Update. Bugs Have Taken Not Yet Colonised,,,,,,,-24.17698,30.85821,7324513025,282421.2827,,Mealy Bug,,-,High,Car,Primary,,,,,,,,Queen of the night,bugs have taken,41:36.0,,30.85821,-24.17698,,,,,,,
Qon Small Bugs,,,,,,,30.83398,-24.21172,15304055.71,-5316959379,,Mealy bug,,-,Low,Car,Primary,,needs chemical control,,,2020 - Quarter 2,,,Queen of the night,,17:03.0,,-24.21172,30.83398,,,,,,,
Qon Small Bugs,,,,,,,-24.21172,30.83398,7320626.96,280018.6911,,Mealy bug,,-,Low,Car,Primary,,needs chemical control,-,,2020 - Quarter 2,,,Queen of the night,Treated,17:03.0,,30.83398,-24.21172,,,,,,,
Qon Small Bugs. Update 10 December Bugs didnтt Take. Need More Or Spray,,,,,,,-24.21171872,30.8339829,7320627106,280018.9835,,Mealy bug,,-,Low,Car,Primary,,bugs didnt take. Need more,-,,,,,Queen of the night,,17:03.0,,30.8339829,-24.21171872,,,,,,,
Qon Small Car Bugs,,,,,,,30.83315,-24.21766,15304464.98,-5317683803,,Mealy bug,,-,Low,Car,Primary,,needs chemical control,,,2020 - Quarter 2,,,Queen of the night,,49:41.0,,-24.21766,30.83315,,,,,,,
Qon Small Car Bugs,,,,,,,-24.21766,30.83315,7319967678,279944.5804,,Mealy bug,,-,Low,Car,Primary,,needs chemical control,-,,2020 - Quarter 2,,,Queen of the night,Treated,49:41.0,,30.83315,-24.21766,,,,,,,
Qon Small Car Bugs,,,,,,,-24.21765888,30.83315061,7319967803,279944.6405,,Mealy bug,,,Low,Car,Primary,,,,,,,,Queen of the night,,49:41.0,,30.83315061,-24.21765888,,,,,,,
qon small car nursery,,,,,,,-24.19566,30.84746,7322427088,281360.7401,,-,,-,Low,Car,Primary,,removed to nursery,,,2019 - Quarter 3,,,Queen of the night,,42:49.0,,30.84746,-24.19566,,,,,,,
Qon Small Car Nursery,,,,,,,-24.21279,30.89238,7320599225,285953.4051,,-,,-,Low,Car,Primary,,nursery,,,,,,Queen of the night,,32:44.0,,30.89238,-24.21279,,,,,,,
Qon Small Car Nursery,,,,,,,30.81875,-24.21181,15302157.58,-5318493474,,-,,-,Low,Car,Primary,,Removed to nursery,,,2020 - Quarter 2,,,Queen of the night,,40:28.0,,-24.21181,30.81875,,,,,,,
Qon Small Car Nursery,,,,,,,30.83972,-24.21873,15305379.4,-5317141532,,-,,-,Low,Car,Primary,,Removed to nursery,,,2020 - Quarter 2,,,Queen of the night,,56:29.0,,-24.21873,30.83972,,,,,,,
Qon Small Car Nursery,,,,,,,-24.21279,30.89238,7320599225,285953.4051,,-,,-,Low,Car,Primary,,nursery,,,,,,Queen of the night,,32:44.0,,30.89238,-24.21279,,,,,,,
Qon Small Car Nursery,,,,,,,-24.21181,30.81875,7320592906,278471.5881,,-,,-,Low,Car,Primary,,Removed to nursery,-,,2020 - Quarter 2,,,Queen of the night,Treated,40:28.0,,30.81875,-24.21181,,,,,,,
Qon Small Car Nursery,,,,,,,-24.21873,30.83972,7319859498,280613.8453,,-,,-,Low,Car,Primary,,Removed to nursery,-,,2020 - Quarter 2,,,Queen of the night,Treated,56:29.0,,30.83972,-24.21873,,,,,,,
Qon Small Car Nursery,,,,,,,-24.21872841,30.83971633,7319859668,280613.4698,,-,,-,Low,Car,Primary,,Removed to nursery,-,,,,,Queen of the night,,56:29.0,,30.83971633,-24.21872841,,,,,,,
Qon Small Car Nursery,,,,,,,-24.21181249,30.81874696,7320592625,278471.2836,,-,,-,Low,Car,Primary,,Removed to nursery,-,,,,,Queen of the night,,40:28.0,,30.81874696,-24.21181249,,,,,,,
Qon Small Car Spray,,,,,,,-24.16989,30.85387,7325291611,281968204,,-,,MSMA,Low,Car,Primary,,,,,,,,Queen of the night,,38:52.0,,30.85387,-24.16989,,,,,,,
Qon Small Car Spray,,,,,,,30.84959,-24.2186,15306602.77,-5316139252,,-,,MSMA,Low,Car,Primary,,Needs biological control,,,2020 - Quarter 2,,,Queen of the night,,13:09.0,,-24.2186,30.84959,,,,,,,
Qon Small Car Spray,,,,,,,30.83985,-24.21794,15305327.41,-5317043239,,-,,MSMA,Low,Car,Primary,,Needs biological control,,,2020 - Quarter 2,,,Queen of the night,,28:50.0,,-24.21794,30.83985,,,,,,,
