Title,,,,,,Date Created,Latitude,Longitude,Northing,Easting,Description,Biocontrol,Camera,Chemical c,Density,Detection method,Detection method description,id,Notes,Number of,Plot,Quarter,Seedling,Sex,Species,Status,timestamp,Tree#,X,Y,,,,,,,
Pp Med Foot 5c Spray,,,,,,,-24.21269,30.82196,7320500518,278799.2221,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly pear,,49:59.0,,30.82196,-24.21269,,,,,,,
Pp Med Foot Evidence Of Moth. Untreated See If Bugs Spread,,,,,,,-24.21656,30.93776,7320250473,290569639,,-,,-,Med,Foot,Secondary,,bugs should spread,,,2020 - Quarter 3,,,Prickly Pear,,58:15.0,,30.93776,-24.21656,,,,,,,
Pp Med Foot Evidence Of Moth. Untreated See If Bugs Spread,,,,,,,-24.21656,30.93776,7320250473,290569639,,-,,-,Med,Foot,Secondary,,,,,,,,Prickly Pear,See if bugs spread from infected plant nearby,58:15.0,,30.93776,-24.21656,,,,,,,
Pp Med Foot Marula Nursery 5c,,,,,,,-24.19584,30.83583,7322388896,280179384,,-,,-,Med,walk - marula,Tertiary,,Nursery,,,2020 - Quarter 3,,,Prickly Pear,,51:12.0,,30.83583,-24.19584,,,,,,,
Pp Med Foot Marula Nursery 5c,,,,,,,-24.19584,30.83583,7322388896,280179384,,-,,-,Med,walk - marula,Tertiary,,nursery,,,,,,Prickly Pear,,51:12.0,,30.83583,-24.19584,,,,,,,
Pp Med Foot Marula Untreated 4c,,,,,,,-24.18761,30.85188,7323325687,281796126,,-,,-,Med,walk - marula,Tertiary,,untreated,,,2020 - Quarter 3,,,Prickly Pear,,51:22.0,,30.85188,-24.18761,,,,,,,
Pp Med Foot Marula Untreated 4c,,,,,,,-24.18761,30.85188,7323325687,281796126,,-,,-,Med,walk - marula,Tertiary,,,,,,,,Prickly Pear,untreated,51:22.0,,30.85188,-24.18761,,,,,,,
Pp Med Foot Nursery 3c,,,,,,,-24.22775,30.91458,7318976024,288233.4255,,-,,-,Med,Foot,Secondary,,Nursery,,,2020 - Quarter 3,,,Prickly Pear,,56:47.0,,30.91458,-24.22775,,,,,,,
Pp Med Foot Nursery 3c,,,,,,,-24.19058,30.93507,7323124107,290253.8396,,-,,-,Med,Foot,Secondary,,Nursery,,,2020 - Quarter 3,,,Prickly Pear,,45:52.0,,30.93507,-24.19058,,,,,,,
Pp Med Foot Nursery 3c,,,,,,,-24.22775,30.91458,7318976024,288233.4255,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly Pear,,56:47.0,,30.91458,-24.22775,,,,,,,
Pp Med Foot Nursery 3c,,,,,,,-24.19058,30.93507,7323124107,290253.8396,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly Pear,,45:52.0,,30.93507,-24.19058,,,,,,,
PP med foot nursery 4c,,,,,,,-24.21224395,30.82548472,7320555508,279156.5367,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,41:37.0,,30.82548472,-24.21224395,,,,,,,
PP med foot nursery 4c,,,,,,,-24.21224395,30.82548472,7320555508,279156.5367,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,41:37.0,,30.82548472,-24.21224395,,,,,,,
Pp Med Foot Nursery 4c,,,,,,,-24.20928471,30.8220842,7320877.92,278805.9569,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,49:46.0,,30.8220842,-24.20928471,,,,,,,
Pp Med Foot Nursery 4c,,,,,,,-24.21110098,30.8231333,7320678393,278915.6763,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,52:12.0,,30.8231333,-24.21110098,,,,,,,
Pp Med Foot Nursery 4c,,,,,,,-24.21110098,30.8231333,7320678393,278915.6763,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,52:12.0,,30.8231333,-24.21110098,,,,,,,
Pp Med Foot Nursery 5c,,,,,,,-24.17521,30.85665,7324706656,282259.7519,,-,,-,Med,Foot,Secondary,,Nursery,,,2020 - Quarter 3,,,Prickly Pear,,41:07.0,,30.85665,-24.17521,,,,,,,
Pp Med Foot Nursery 5c,,,,,,,-24.17521,30.85665,7324706656,282259.7519,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly Pear,,41:07.0,,30.85665,-24.17521,,,,,,,
Pp Med Foot Poo 4c Untreated,,,,,,,-24216.00,30.94583,7320324586,291388.5087,,-,,-,Med,Walk - poo,Tertiary,,untreated,,,2020 - Quarter 3,,,Prickly Pear,,04:49.0,,30.94583,-24216,,,,,,,
Pp Med Foot Poo 4c Untreated,,,,,,,-24216.00,30.94583,7320324586,291388.5087,,-,,-,Med,walk - poo,Tertiary,,,,,,,,Prickly Pear,untreated,04:49.0,,30.94583,-24216,,,,,,,
Pp Med Foot Poo 5c Untreated,,,,,,,-24.21546,30.94592,7320384533,291396.7714,,-,,-,Med,Walk - poo,Tertiary,,untreated,,,2020 - Quarter 3,,,Prickly Pear,,07:51.0,,30.94592,-24.21546,,,,,,,
Pp Med Foot Poo 5c Untreated,,,,,,,-24.21546,30.94592,7320384533,291396.7714,,-,,-,Med,walk - poo,Tertiary,,,,,,,,Prickly Pear,untreated,07:51.0,,30.94592,-24.21546,,,,,,,
Pp Med Foot Poo Already Infected With Bugs 5c,,,,,,,-24.19537,30.93335,7322590.96,290086.9254,,Cochineal bug,,-,Med,Walk - poo,Tertiary,,Already infected,,,2020 - Quarter 3,,,Prickly Pear,,30:31.0,,30.93335,-24.19537,,,,,,,
Pp Med Foot Poo Already Infected With Bugs 5c,,,,,,,-24.19537,30.93335,7322590.96,290086.9254,,Cochineal bug,,-,Med,walk - poo,Tertiary,,,,,,,,Prickly Pear,already infected,30:31.0,,30.93335,-24.19537,,,,,,,
Pp Med Foot Poo Untreated 4c,,,,,,,-24.2159,30.94581,7320335632,291386.3141,,-,,-,Med,Walk - poo,Tertiary,,untreated,,,2020 - Quarter 3,,,Prickly Pear,,06:19.0,,30.94581,-24.2159,,,,,,,
Pp Med Foot Poo Untreated 4c,,,,,,,-24.2159,30.94581,7320335632,291386.3141,,-,,-,Med,walk - poo,Tertiary,,,,,,,,Prickly Pear,untreated,06:19.0,,30.94581,-24.2159,,,,,,,
Pp Med Foot Poo Untreated 5c,,,,,,,-24.19685,30.93451,7322428771,290207.2058,,-,,-,Med,Walk - poo,Tertiary,,untreated,,,2020 - Quarter 3,,,Prickly Pear,,53:28.0,,30.93451,-24.19685,,,,,,,
Pp Med Foot Poo Untreated 5c,,,,,,,-24.19685,30.93451,7322428771,290207.2058,,-,,-,Med,walk - poo,Tertiary,,,,,,,,Prickly Pear,untreated,53:28.0,,30.93451,-24.19685,,,,,,,
Pp Med Foot Poo Untreated Needs Bugs,,,,,,,-24.17883,30.95483,7324455103,292242.5028,,-,,-,Med,walk - poo,Tertiary,,untreated,,,2020 - Quarter 3,,,Prickly Pear,,55:09.0,,30.95483,-24.17883,,,,,,,
Pp Med Foot Poo Untreated Needs Bugs,,,,,,,-24.17883,30.95483,7324455103,292242.5028,,-,,-,Med,walk - poo,Tertiary,,,,,,,,Prickly Pear,untreated,55:09.0,,30.95483,-24.17883,,,,,,,
Pp Med Foot Spray 4c,,,,,,,-24.19318,30.93594,7322837424,290346.4892,,-,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 3,,,Prickly Pear,,54:50.0,,30.93594,-24.19318,,,,,,,
Pp Med Foot Spray 5c,,,,,,,-24.21273,30.82197,7320496103,278800.3072,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly pear,,48:23.0,,30.82197,-24.21273,,,,,,,
Pp Med Foot Spray 5c,,,,,,,-24.21045386,30.83071589,7320762063,279684.9031,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly pear,,11:25.0,,30.83071589,-24.21045386,,,,,,,
Pp Med Foot Spray 5c,,,,,,,-24.21045386,30.83071589,7320762063,279684.9031,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly pear,,11:25.0,,30.83071589,-24.21045386,,,,,,,
Pp Med Foot Spray 5c,,,,,,,-24.21045386,30.83071589,7320762063,279684.9031,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly pear,,11:25.0,,30.83071589,-24.21045386,,,,,,,
Pp Med Foot Spray. Update 28 Nov 2020 Dead,,,,,,,-24.19339,30.93588,7322814074,290340.7366,,-,,MSMA,Med,Foot,Secondary,,dead,,,,,,Prickly Pear,,37:51.0,,30.93588,-24.19339,,,,,,,
Pp Med Foot. Mostly Dead From Spray. Nursery,,,,,,,-24.21267185,30.82655673,7320509805,279266.1825,,-,,MSMA,Med,Foot,Secondary,,mostly dead, removed to nursery,,,,,,Prickly pear,,28:15.0,,30.82655673,-24.21267185,,,,,,
Pp Med Marula Project. Looks Sprayed. Mostly Dead But Rejuvenating. Needs Respray,,,,,,,-24.21074,30.86184,7320779133,282847.3782,,-,,MSMA,Med,Walk - marula,Tertiary,,,,,2020 - Quarter 3,,,Prickly Pear,,12:36.0,,30.86184,-24.21074,,,,,,,
Pp Med Marula Project. Looks Sprayed. Mostly Dead But Rejuvenating. Needs Respray,,,,,,,-24.21074,30.86184,7320779133,282847.3782,,-,,MSMA,Med,walk - marula,Tertiary,,rejuvinating needs respray,,,,,,Prickly Pear,needs respray,12:36.0,,30.86184,-24.21074,,,,,,,
Pp Med Sense 5c Car Spray,,,,,,,-24.18812,30.87916,7323311526,284568.9103,,-,,MSMA,Med,Car,Primary,,,,,2020 - Quarter 3,,,Prickly Pear,,34:09.0,,30.87916,-24.18812,,,,,,,
Pp Med Sense 5c Car Spray,,,,,,,-24.18812,30.87916,7323311526,284568.9103,,-,,MSMA,Med,Car,Primary,,,,,,,,Prickly Pear,,34:09.0,,30.87916,-24.18812,,,,,,,
Pp Med Walk 4c Bugs,,,,,,,-24.20432,30.8756,7321511597,284234.4635,,Cochineal bug,,-,Med,Walk - marula,Tertiary,,,,,2020 - Quarter 2,,,Prickly Pear,,42:12.0,,30.8756,-24.20432,,,,,,,
Pp Med Walk 4c Bugs,,,,,,,-24.20432,30.8756,7321511597,284234.4635,,Cochineal bug,,,Med,Foot,Secondary,,,,,,,,Prickly Pear,,42:12.0,,30.8756,-24.20432,,,,,,,
Pp Med Walk 4c Nursery,,,,,,,-24.21561,30.89458,7320290234,286181.6108,,-,,-,Med,Foot,Secondary,,untreated,,,2020 - Quarter 3,,,Prickly Pear,,46:26.0,,30.89458,-24.21561,,,,,,,
Pp Med Walk 4c Nursery,,,,,,,-24.19233,30892.00,7322864934,285880.6027,,-,,-,Med,Foot,Secondary,,Nursery,,,2020 - Quarter 3,,,Prickly Pear,,50:47.0,,30892,-24.19233,,,,,,,
Pp Med Walk 4c Nursery,,,,,,,-24.21561,30.89458,7320290234,286181.6108,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly Pear,,46:26.0,,30.89458,-24.21561,,,,,,,
Pp Med Walk 4c Nursery,,,,,,,-24.19233,30892.00,7322864934,285880.6027,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly Pear,,50:47.0,,30892,-24.19233,,,,,,,
Pp Med Walk 4c Nursery,,,,,,,-24.2076,30.83071,7321078175,279679.3943,,-,,-,Med,Foot,Secondary,,Removed to nursery,4 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,05:51.0,,30.83071,-24.2076,,,,,,,
Pp Med Walk 4c Nursery,,,,,,,-24.20760215,30.83071452,7321077944,279679.8572,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,05:51.0,,30.83071452,-24.20760215,,,,,,,
Pp Med Walk 4c Nursery,,,,,,,-24.21379281,30.82292437,7320379887,278899.0993,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,06:10.0,,30.82292437,-24.21379281,,,,,,,
Pp Med Walk 4c Nursery,,,,,,,-24.21390277,30.82367433,7320368895,278975.4785,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,32:35.0,,30.82367433,-24.21390277,,,,,,,
Pp Med Walk 4c Nursery,,,,,,,-24.21334666,30.82628224,7320434622,279239.4601,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,46:18.0,,30.82628224,-24.21334666,,,,,,,
Pp Med Walk 4c spray,,,,,,,-24.21379,30.82292,7320380192,278898.6505,,-,,MSMA,Med,Foot,Secondary,,Update - Dead,4 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,06:10.0,,30.82292,-24.21379,,,,,,,
Pp Med Walk 5c Both,,,,,,,-24.20111,30.91634,7321929499,288368.1659,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,30:57.0,,30.91634,-24.20111,,,,,,,
Pp Med Walk 5c Both,,,,,,,-24.20111,30.91634,7321929499,288368.1659,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly Pear,,30:57.0,,30.91634,-24.20111,,,,,,,
Pp Med Walk 5c Bugs,,,,,,,-24.21079,30.83289,7320728258,279906.3565,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,5 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,18:01.0,,30.83289,-24.21079,,,,,,,
Pp Med Walk 5c Bugs,,,,,,,-24.21078803,30.83289127,7320728478,279906.4822,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,Prickly pear,,18:01.0,,30.83289127,-24.21078803,,,,,,,
Pp Med Walk 5c Bugs,,,,,,,-24.21079,30.83297,7320728384,279914484,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,5 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,19:04.0,,30.83297,-24.21079,,,,,,,
Pp Med Walk 5c Bugs,,,,,,,-24.21079,30.83297,7320728384,279914484,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,5 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,19:04.0,,30.83297,-24.21079,,,,,,,
Pp Med Walk 5c Bugs Update 10 December Bugs Have Taken,,,,,,,-24.21079304,30.83296897,7320728045,279914.3846,,Cochineal bug,,-,Med,Foot,Secondary,,bugs have taken,,,,,,Prickly pear,,19:04.0,,30.83296897,-24.21079304,,,,,,,
Pp Med Walk 5c Bugs Update 10 December Bugs Have Taken,,,,,,,-24.21079304,30.83296897,7320728045,279914.3846,,Cochineal bug,,-,Med,Foot,Secondary,,bugs have taken,,,,,,Prickly pear,,19:04.0,,30.83296897,-24.21079304,,,,,,,
Pp Med Walk 5c Dense Spray,,,,,,,-24.20124,30.91604,7321914645,288337.9015,,-,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,22:10.0,,30.91604,-24.20124,,,,,,,
Pp Med Walk 5c Dense Spray,,,,,,,-24.20124,30.91604,7321914645,288337.9015,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly Pear,,22:10.0,,30.91604,-24.20124,,,,,,,
Pp Med Walk 5c Nursery,,,,,,,-24.19616,30.89234,7322441218,285921.5472,,-,,-,Med,Foot,Secondary,,Nursery,,,2020 - Quarter 3,,,Prickly Pear,,30:55.0,,30.89234,-24.19616,,,,,,,
Pp Med Walk 5c Nursery,,,,,,,-24.19616,30.89234,7322441218,285921.5472,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly Pear,,30:55.0,,30.89234,-24.19616,,,,,,,
Pp Med Walk 5c Nursery,,,,,,,-24.21361382,30.82638565,7320405192,279250.4264,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,47:16.0,,30.82638565,-24.21361382,,,,,,,
Pp Med Walk 5c Nursery,,,,,,,-24.21607476,30.82286793,7320127025,278897.3069,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,23:22.0,,30.82286793,-24.21607476,,,,,,,
Pp Med Walk 5c Nursery,,,,,,,-24.21607476,30.82286793,7320127025,278897.3069,,-,,-,Med,Foot,Secondary,,nursery,,,,,,Prickly pear,,23:22.0,,30.82286793,-24.21607476,,,,,,,
Pp Med Walk 5c Spray,,,,,,,-24.20116,30.91602,7321923476,288335.7373,,-,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,22:39.0,,30.91602,-24.20116,,,,,,,
Pp Med Walk 5c Spray,,,,,,,-24.20116,30.91602,7321923476,288335.7373,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly Pear,,22:39.0,,30.91602,-24.20116,,,,,,,
Pp Med Walk 6c Bugs,,,,,,,-24.21377,30.82147,7320380.11,278751.3084,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,6 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,43:24.0,,30.82147,-24.21377,,,,,,,
Pp Med Walk 6c Bugs,,,,,,,-24.21376933,30.82147257,7320380188,278751.5684,,Cochineal bug,,,Med,Foot,Secondary,,,,,,,,Prickly pear,,43:24.0,,30.82147257,-24.21376933,,,,,,,
Pp Med Walk Both,,,,,,,-24.20101,30.92799,7321958.18,289551.6071,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,49:12.0,,30.92799,-24.20101,,,,,,,
Pp Med Walk Both,,,,,,,-24.20167,30.93087,7321889411,289845.2887,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,02:03.0,,30.93087,-24.20167,,,,,,,
Pp Med Walk Both,,,,,,,-24.20101,30.92799,7321958.18,289551.6071,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly Pear,,49:12.0,,30.92799,-24.20101,,,,,,,
Pp Med Walk Both 4c,,,,,,,-24.20032,30.91596,7322016428,288328.2535,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,43:28.0,,30.91596,-24.20032,,,,,,,
Pp Med Walk Both 4c,,,,,,,-24.20032,30.91596,7322016428,288328.2535,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly Pear,,43:28.0,,30.91596,-24.20032,,,,,,,
Pp Med Walk Both 5c,,,,,,,-24.20104,30.91613,7321936935,288346.7148,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,26:29.0,,30.91613,-24.20104,,,,,,,
Pp Med Walk Both 5c,,,,,,,-24.20091,30.91601,7321951152,288334.3083,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,27:35.0,,30.91601,-24.20091,,,,,,,
Pp Med Walk Both 5c,,,,,,,-24.20103,30.91595,7321937.77,288328.4107,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,33:12.0,,30.91595,-24.20103,,,,,,,
Pp Med Walk Both 5c,,,,,,,-24.20095,30.9162,7321947.01,288353.6779,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,40:05.0,,30.9162,-24.20095,,,,,,,
Pp Med Walk Both 5c,,,,,,,-24.20104,30.91613,7321936935,288346.7148,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly Pear,,26:29.0,,30.91613,-24.20104,,,,,,,
Pp Med Walk Both 5c,,,,,,,-24.20091,30.91601,7321951152,288334.3083,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly Pear,,27:35.0,,30.91601,-24.20091,,,,,,,
Pp Med Walk Both 5c,,,,,,,-24.20103,30.91595,7321937.77,288328.4107,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly Pear,,33:12.0,,30.91595,-24.20103,,,,,,,
Pp Med Walk Both 5c,,,,,,,-24.20095,30.9162,7321947.01,288353.6779,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,,,,Prickly Pear,,40:05.0,,30.9162,-24.20095,,,,,,,
Pp Med Walk Both. Update 11 August 2020. Spray Killed 40% Of Plant. Bugs Have Taken,,,,,,,-24.20167,30.93087,7321889411,289845.2887,,Cochineal bug,,MSMA,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,02:03.0,,30.93087,-24.20167,,,,,,,
Pp Med Walk Both. Update 11 August 2020. Spray Killed 40% Of Plant. Bugs Have Taken,,,,,,,-24.20167,30.93087,7321889411,289845.2887,,Cochineal bug,,MSMA,Med,Foot,Secondary,,sprayed kiled part of plant, bugs have taken,,,,,,Prickly Pear,bugs have taken,02:03.0,,30.93087,-24.20167,,,,,,
Pp Med Walk Bugs 4 C,,,,,,,-24.21056,30.83322,7320754255,279939487,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,4 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,55:05.0,,30.83322,-24.21056,,,,,,,
Pp Med Walk Bugs 4 C,,,,,,,-24.21392785,30.82301053,7320365065,278908.0856,,Cochineal bug,,,Med,Foot,Secondary,,,,,,,,Prickly pear,,04:43.0,,30.82301053,-24.21392785,,,,,,,
Pp Med Walk Bugs 4 C,,,,,,,-24.21392785,30.82301053,7320365065,278908.0856,,Cochineal bug,,,Med,Foot,Secondary,,,,,,,,Prickly pear,,04:43.0,,30.82301053,-24.21392785,,,,,,,
Pp Med Walk Bugs 4 C Update 10 December Bugs Have Taken,,,,,,,-24.21055634,30.83321508,7320754653,279938.9809,,Cochineal bug,,,Med,Foot,Secondary,,bugs have taken,,,,,,Prickly pear,,55:05.0,,30.83321508,-24.21055634,,,,,,,
Pp Med Walk Bugs 4c,,,,,,,-24.20003,30.92097,7322056134,288836.7807,,Cochineal bug,,-,Med,Foot,Secondary,,,,,2020 - Quarter 3,,,Prickly Pear,,14:04.0,,30.92097,-24.20003,,,,,,,
Pp Med Walk Bugs 4c,,,,,,,-24.17254,30.94886,7325142922,291625.6516,,Cochineal bug,,-,Med,walk - pels,Tertiary,,,,,2020 - Quarter 3,,,Prickly Pear,,39:56.0,,30.94886,-24.17254,,,,,,,
Pp Med Walk Bugs 4c,,,,,,,-24.16694,30.94596,7325758875,291321.8489,,Cochineal bug,,-,Med,Foot,Secondary,,,,,2020 - Quarter 3,,,Prickly Pear,,55:45.0,,30.94596,-24.16694,,,,,,,
Pp Med Walk Bugs 4c,,,,,,,-24.20003,30.92097,7322056134,288836.7807,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,Prickly Pear,,14:04.0,,30.92097,-24.20003,,,,,,,
Pp Med Walk Bugs 4c,,,,,,,-24.17254,30.94886,7325142922,291625.6516,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,Prickly Pear,,39:56.0,,30.94886,-24.17254,,,,,,,
Pp Med Walk Bugs 4c,,,,,,,-24.16694,30.94596,7325758875,291321.8489,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,Prickly Pear,,55:45.0,,30.94596,-24.16694,,,,,,,
pp med walk bugs 4c,,,,,,,-24.21393,30.82301,7320364826,278908.0355,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,4 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,04:43.0,,30.82301,-24.21393,,,,,,,
Pp Med Walk Bugs 4c,,,,,,,-24.21164,30.83417,7320636121,280037.8562,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,4 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,13:50.0,,30.83417,-24.21164,,,,,,,
Pp Med Walk Bugs 4c,,,,,,,-24.21075,30.83285,7320732625,279902224,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,4 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,17:10.0,,30.83285,-24.21075,,,,,,,
Pp Med Walk Bugs 4c,,,,,,,-24.21078,30.83281,7320729239,279898.2119,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,4 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,17:33.0,,30.83281,-24.21078,,,,,,,
Pp Med Walk Bugs 4c Update 10 December Bugs Have Taken,,,,,,,-24.21163693,30.8341679,7320636458,280037.6376,,Cochineal bug,,,Med,Foot,Secondary,,bugs have taken,,,,,,Prickly pear,,13:50.0,,30.8341679,-24.21163693,,,,,,,
Pp Med Walk Bugs 4c. Update 10 December Bugs Have Taken,,,,,,,-24.21075294,30.83285367,7320732306,279902.6019,,Cochineal bug,,,Med,Foot,Secondary,,bugs have taken,,,,,,Prickly pear,,17:10.0,,30.83285367,-24.21075294,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.20484,30.87572,7321454183,284247.5311,,Cochineal bug,,-,Med,Foot,Secondary,,,,,2020 - Quarter 2,,,Prickly Pear,,34:50.0,,30.87572,-24.20484,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.20046,30.92082,7322008278,288822.2498,,Cochineal bug,,-,Med,Foot,Secondary,,,,,2020 - Quarter 3,,,Prickly Pear,,16:59.0,,30.92082,-24.20046,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.20723,30.92768,7321268753,289530333,,Cochineal bug,,-,Med,Foot,Secondary,,,,,2020 - Quarter 3,,,Prickly Pear,,40:31.0,,30.92768,-24.20723,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.19738,30.87418,7322278.13,284078.4989,,Cochineal bug,,-,Med,Foot,Secondary,,,,,2020 - Quarter 3,,,Prickly Pear,,45:38.0,,30.87418,-24.19738,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.20046,30.92082,7322008278,288822.2498,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,Prickly Pear,,16:59.0,,30.92082,-24.20046,,,,,,,
PP med walk bugs 5c,,,,,,,-24.21079,30.83297,7320728384,279914484,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,5 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,19:04.0,,30.83297,-24.21079,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.21489,30.82264,7320257901,278872105,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,5 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,25:40.0,,30.82264,-24.21489,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.21383,30.82117,7320372988,278720.9347,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,5 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,45:04.0,,30.82117,-24.21383,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.21058,30.83314,7320751914,279931.3939,,Cochineal bug,,-,Med,Foot,Secondary,,needs chemical control,5 cladodes,,2020 - Quarter 2,,,Prickly pear,Treated,56:21.0,,30.83314,-24.21058,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.21057533,30.83314408,7320752437,279931.8004,,Cochineal bug,,,Med,Foot,Secondary,,,,,,,,Prickly pear,,56:21.0,,30.83314408,-24.21057533,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.21382972,30.82116767,7320373015,278720.6975,,Cochineal bug,,,Med,Foot,Secondary,,,,,,,,Prickly pear,,45:04.0,,30.82116767,-24.21382972,,,,,,,
Pp Med Walk Bugs 5c,,,,,,,-24.21488714,30.8226423,7320258221,278872.3337,,Cochineal bug,,,Med,Foot,Secondary,,,,,,,,Prickly pear,,25:40.0,,30.8226423,-24.21488714,,,,,,,
Pp Med Walk Bugs 5c Update Bugs Have Spread 3rd,,,,,,,-24.20484,30.87572,7321454183,284247.5311,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,Prickly Pear,bugs have taken,34:50.0,,30.87572,-24.20484,,,,,,,
