Title,Date Creat,Latitude,Longitude,Northing,Easting,Descriptio,Biocontrol,Chemical c,Density,Detection,Detectio_1,Notes,Number of,Quarter,Species,Status,timestamp,X,Y,NewQuarter,NewControl
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18917,30.87623,7323190.69947106,284272.962318509,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.87623,-24.18917,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.22271,30.8979,7319508.87047498,286530.720413786,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.8979,-24.22271,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.197,30.8777,7322325.65865522,284435.498605061,NA,-,-,Med,Car,Primary,needs both treatments,NA,2020 - Quarter 1,prickly pear,Untreated,NA,30.8777,-24.197,NA,Untreated
PP large car bugs 27th August revisitation bugs have spread,NA,-24.2222,30.88577,7319546.75217222,285297.68494314,NA,-,-,Med,Car,Primary,needs both treatments,NA,2020 - Quarter 1,prickly pear,Untreated,NA,30.88577,-24.2222,NA,Untreated
PP large car bugs 27th August revisitation bugs have spread,NA,-24.22102,30.88525,7319676.65767386,285242.882223196,NA,-,-,Low,Car,Primary,removed to nursery,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.88525,-24.22102,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21727,30.89795,7320111.5188416,286526.726139844,NA,-,-,Med,Car,Primary,removed to nursery,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.89795,-24.21727,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21728,30.89872,7320111.58865253,286604.963438491,NA,-,-,Med,Car,Primary,removed to nursery,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.89872,-24.21728,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20451,30.89704,7321523.51131834,286412.999583372,NA,-,msma,Low,Car,Primary,update - dead,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.89704,-24.20451,NA,Dead
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20402,30.89653,7321577.00687389,286360.368591715,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.89653,-24.20402,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20194,30.89347,7321802.71715424,286046.010807997,NA,cochineal bug,msma,High,Car,Primary,NA,4 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.89347,-24.20194,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20199,30.89371,7321797.54647288,286070.477740715,NA,cochineal bug,msma,High,Foot,Secondary,NA,4 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.89371,-24.20199,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20199,30.89371,7321797.54647288,286070.477740715,NA,cochineal bug,msma,High,Foot,Secondary,NA,1 cladode,2020 - Quarter 1,prickly pear,Treated,NA,30.89371,-24.20199,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20163,30.89369,7321837.39190664,286067.844555542,NA,cochineal bug,msma,High,Car,Primary,NA,6 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.89369,-24.20163,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20135,30.8894,7321861.828400161,285631.5207607,NA,-,-,Low,Car,Primary,removed to nursery,3 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.8894,-24.20135,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20467,30.88566,7321488.33529089,285257.109075312,NA,cochineal bug,msma,Med,Car,Primary,NA,5 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.88566,-24.20467,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20428,30.88516,7321530.76553165,285205.657125133,NA,cochineal bug,msma,Med,Car,Primary,NA,12 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.88516,-24.20428,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.2043,30.88521,7321528.62709369,285210.770471273,NA,cochineal bug,msma,Med,Car,Primary,NA,10 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.88521,-24.2043,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.2043,30.88518,7321528.58094908,285207.722587979,NA,cochineal bug,msma,Low,Car,Primary,NA,3 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.88518,-24.2043,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.2043,30.88518,7321528.58094908,285207.722587979,NA,cochineal bug,msma,Low,Car,Primary,NA,4 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.88518,-24.2043,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20333,30.88595,7321637.20935855,285284.325498482,NA,-,-,Med,Car,Primary,removed to nursery,4 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.88595,-24.20333,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20296,30.88755,7321680.65237085,285446.260626851,NA,cochineal bug,msma,High,Car,Primary,NA,6 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.88755,-24.20296,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19358,30.88563,7322716.69754744,285235.470804176,NA,cochineal bug,msma,Med,Car,Primary,NA,6 cladodes,2020 - Quarter 1,prickly pear,Treated,NA,30.88563,-24.19358,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.2079,30.89276,7321141.45824229,285983.835851439,NA,-,-,Low,Car,Primary,removed to nursery,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.89276,-24.2079,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.22203,30.88569,7319565.459557659,285289.273172671,NA,cochineal bug,-,Med,Car,Primary,needs chemical control,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.88569,-24.22203,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.219,30.8858,7319901.25424795,285295.364118344,NA,cochineal bug,-,Low,Car,Primary,needs chemical control,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.8858,-24.219,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.2193,30.88607,7319868.43935995,285323.295088761,NA,cochineal bug,-,Med,Foot,Secondary,needs chemical control,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.88607,-24.2193,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21638,30.8954,7320206.19891607,286266.197574744,NA,cochineal bug,-,Low,Car,Primary,needs chemical control,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.8954,-24.21638,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21621,30.89521,7320224.73834305,286246.612350785,NA,cochineal bug,-,High,Car,Primary,needs chemical control,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.89521,-24.21621,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21482,30.89042,7320371.36086811,285757.687628281,NA,cochineal bug,-,Med,Car,Primary,needs chemical control,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.89042,-24.21482,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20197,30.8827,7321782.85210986,284951.852238733,NA,-,msma,Med,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.8827,-24.20197,NA,Chemical
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20209,30.88244,7321769.15963337,284925.638224394,NA,cochineal bug,msma,Low,Foot,Secondary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.88244,-24.20209,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20187,30.88229,7321793.29744667,284910.029110717,NA,cochineal bug,-,Low,Foot,Secondary,needs chemical control,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.88229,-24.20187,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20171,30.88214,7321810.78920143,284894.520702384,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.88214,-24.20171,NA,Chemical
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19239,30.87538,7322832.71517401,284192.017266371,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.87538,-24.19239,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19588,30.87426,7322444.40536173,284084.099253421,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.87426,-24.19588,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19616,30.87424,7322413.35948597,284082.53903374,NA,cochineal bug,msma,Low,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.87424,-24.19616,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.1957,30.8725,7322461.6219741,283904.973841094,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.8725,-24.1957,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19042,30.87455,7323049.64505622,284104.365580231,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.87455,-24.19042,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19016,30.87478,7323078.800024711,284127.297393918,NA,cochineal bug,msma,Low,Foot,Secondary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.87478,-24.19016,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18966,30.87424,7323133.34940471,284071.586795706,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.87424,-24.18966,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19377,30.87166,7322674.10414955,283816.370729281,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.87166,-24.19377,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19626,30.87301,7322400.380889629,283957.735856716,NA,-,msma,Med,Car,Primary,needs biological control,NA,2020 - Quarter 1,prickly pear,Treated,NA,30.87301,-24.19626,NA,Chemical
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19559,30.92555,7322554.84899382,289294.797093303,NA,cochineal bug,msma,Low,Car,Primary,NA,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.92555,-24.19559,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20164,30.92806,7321888.50315969,289559.753831063,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.92806,-24.20164,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20164,30.92806,7321888.50315969,289559.753831063,NA,cochineal bug,msma,Low,Car,Primary,NA,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.92806,-24.20164,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20124,30.92793,7321932.61336791,289545.889153898,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.92793,-24.20124,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20124,30.92793,7321932.61336791,289545.889153898,NA,cochineal bug,msma,High,Foot,Secondary,NA,7 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.92793,-24.20124,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20101,30.92799,7321958.17978374,289551.60711004,NA,cochineal bug,msma,Med,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.92799,-24.20101,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20167,30.93087,7321889.41142955,289845.288668365,NA,cochineal bug,msma,Med,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.93087,-24.20167,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21302,30.85387,7320514.15940964,282041.569829681,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.85387,-24.21302,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21324,30.85292,7320488.30657793,281945.433487486,NA,cochineal bug,msma,Low,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.85292,-24.21324,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21325,30.85295,7320487.24575115,281948.498232467,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.85295,-24.21325,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21325,30.85295,7320487.24575115,281948.498232467,NA,cochineal bug,msma,High,Foot,Secondary,NA,7 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.85295,-24.21325,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19673,30.87774,7322355.6276269,284439.108435826,NA,cochineal bug,msma,High,Car,Primary,NA,8 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.87774,-24.19673,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.22209,30.88461,7319557.15135054,285179.665307119,NA,cochineal bug,msma,High,Foot,Secondary,NA,7 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.88461,-24.22209,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.22582,30.86652,7319116.01752201,283348.35519388,NA,-,-,Low,Foot,Secondary,removed to nursery,2 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.86652,-24.22582,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19106,30.84515,7322933.00787371,281118.176083508,NA,cochineal bug,msma,High,Car,Primary,evidence of cactoblastis moth,NA,2020 - Quarter 2,prickly pear,Treated,NA,30.84515,-24.19106,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19539,30.83608,7322439.13596102,280204.013289992,NA,cochineal bug,msma,High,Foot,Secondary,NA,7 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.83608,-24.19539,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20494,30.87589,7321443.36859998,284264.970858523,NA,cochineal bug,-,High,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.87589,-24.20494,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20484,30.87572,7321454.1827214,284247.531079278,NA,cochineal bug,-,Med,Foot,Secondary,needs chemical control,5 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.87572,-24.20484,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20439,30.8759,7321504.30631074,284265.060391718,NA,cochineal bug,-,High,Foot,Secondary,needs chemical control,9 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.8759,-24.20439,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20435,30.87562,7321508.304411851,284236.546000542,NA,cochineal bug,-,High,Car,Primary,needs chemical control,9 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.87562,-24.20435,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20432,30.8756,7321511.59654178,284234.463531859,NA,cochineal bug,-,Med,Foot,Secondary,needs chemical control,4 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.8756,-24.20432,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20432,30.8756,7321511.59654178,284234.463531859,NA,cochineal bug,-,High,Foot,Secondary,needs chemical control,6 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.8756,-24.20432,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20503,30.87623,7321433.92474954,284299.665074566,NA,cochineal bug,-,Low,Foot,Secondary,needs chemical control,3 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.87623,-24.20503,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.20253,30.8771,7321712.18757844,284383.845007917,NA,cochineal bug,-,High,Car,Primary,needs chemical control,8 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.8771,-24.20253,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19762,30.88104,7322262.13330431,284775.891337185,NA,cochineal bug,-,High,Car,Primary,needs chemical control,7 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.88104,-24.19762,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19801,30.88187,7322220.21269201,284860.87554479,NA,cochineal bug,-,Med,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.88187,-24.19801,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19814,30.88197,7322205.96695726,284871.253960441,NA,cochineal bug,-,Med,Foot,Secondary,needs chemical control,6 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.88197,-24.19814,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19814,30.88192,7322205.8899459,284866.173903178,NA,cochineal bug,-,Med,Foot,Secondary,needs chemical control,6 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.88192,-24.19814,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18019,30.89701,7324217.30881577,286369.414121912,NA,cochineal bug,-,High,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.89701,-24.18019,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.17951,30.89782,7324293.86772714,286450.589582546,NA,cochineal bug,-,Med,Car,Primary,needs chemical control,5 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.89782,-24.17951,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.17595,30.89784,7324688.22653612,286446.693654913,NA,cochineal bug,-,High,Car,Primary,needs chemical control,7 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.89784,-24.17595,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.17597,30.89816,7324686.5000027,286479.244731549,NA,-,-,Low,Foot,Secondary,removed to nursery,3 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.89816,-24.17597,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.17419,30.89189,7324874.07369821,285839.12656519,NA,cochineal bug,-,Med,Car,Primary,needs chemical control,5 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.89189,-24.17419,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18226,30.89573,7323986.06519628,286242.798191134,NA,cochineal bug,-,Med,Car,Primary,needs chemical control,5 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.89573,-24.18226,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19542,30.90827,7322547.50632359,287538.838688357,NA,cochineal bug,-,Med,Car,Primary,needs chemical control,4 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.90827,-24.19542,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19837,30.91277,7322227.583692479,288000.929097578,NA,cochineal bug,msma,Med,Car,Primary,NA,6 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.91277,-24.19837,NA,Both
